ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,JOBS_1000
FL,Florida,53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"1,840",0.232
FL,Florida,53-5022,Motorboat Operators,detailed,"1,290",0.162
FL,Florida,53-5031,Ship Engineers,detailed,800,0.101
FL,Florida,53-6011,Bridge and Lock Tenders,detailed,140,0.017
FL,Florida,53-6021,Parking Lot Attendants,detailed,"16,980",2.142
FL,Florida,53-6031,Automotive and Watercraft Service Attendants,detailed,"4,580",0.577
FL,Florida,53-6041,Traffic Technicians,detailed,150,0.019
FL,Florida,53-6051,Transportation Inspectors,detailed,890,0.112
FL,Florida,53-6061,"Transportation Attendants, Except Flight Attendants",detailed,410,0.052
FL,Florida,53-6099,"Transportation Workers, All Other",detailed,"2,600",0.328
FL,Florida,53-7011,Conveyor Operators and Tenders,detailed,780,0.098
FL,Florida,53-7021,Crane and Tower Operators,detailed,"2,340",0.295
FL,Florida,53-7031,Dredge Operators,detailed,140,0.018
FL,Florida,53-7032,Excavating and Loading Machine and Dragline Operators,detailed,"2,390",0.302
FL,Florida,53-7041,Hoist and Winch Operators,detailed,40,0.006
FL,Florida,53-7051,Industrial Truck and Tractor Operators,detailed,"20,010",2.525
FL,Florida,53-7061,Cleaners of Vehicles and Equipment,detailed,"23,330",2.944
FL,Florida,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"129,670",16.362
FL,Florida,53-7063,Machine Feeders and Offbearers,detailed,"2,350",0.297
FL,Florida,53-7064,"Packers and Packagers, Hand",detailed,"39,400",4.972
FL,Florida,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,160,0.020
FL,Florida,53-7081,Refuse and Recyclable Material Collectors,detailed,"4,320",0.546
FL,Florida,53-7121,"Tank Car, Truck, and Ship Loaders",detailed,240,0.030
FL,Florida,53-7199,"Material Moving Workers, All Other",detailed,170,0.022
GA,Georgia,00-0000,All Occupations,total,"4,107,960",1000.000
GA,Georgia,11-0000,Management Occupations,major,"231,890",56.450
GA,Georgia,11-1011,Chief Executives,detailed,"8,710",2.119
GA,Georgia,11-1021,General and Operations Managers,detailed,"86,410",21.035
GA,Georgia,11-1031,Legislators,detailed,"2,080",0.507
GA,Georgia,11-2011,Advertising and Promotions Managers,detailed,"1,060",0.257
GA,Georgia,11-2021,Marketing Managers,detailed,"5,920",1.441
GA,Georgia,11-2022,Sales Managers,detailed,"14,680",3.574
GA,Georgia,11-2031,Public Relations and Fundraising Managers,detailed,"1,390",0.339
GA,Georgia,11-3011,Administrative Services Managers,detailed,"9,590",2.334
GA,Georgia,11-3021,Computer and Information Systems Managers,detailed,"11,780",2.869
GA,Georgia,11-3031,Financial Managers,detailed,"15,970",3.888
GA,Georgia,11-3051,Industrial Production Managers,detailed,"4,630",1.128
GA,Georgia,11-3061,Purchasing Managers,detailed,"2,040",0.497
GA,Georgia,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"4,150",1.011
GA,Georgia,11-3111,Compensation and Benefits Managers,detailed,510,0.123
GA,Georgia,11-3121,Human Resources Managers,detailed,"4,170",1.015
GA,Georgia,11-3131,Training and Development Managers,detailed,"1,050",0.257
GA,Georgia,11-9021,Construction Managers,detailed,"4,920",1.197
GA,Georgia,11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,"1,690",0.411
GA,Georgia,11-9032,"Education Administrators, Elementary and Secondary School",detailed,"7,460",1.816
GA,Georgia,11-9033,"Education Administrators, Postsecondary",detailed,"3,410",0.829
GA,Georgia,11-9039,"Education Administrators, All Other",detailed,930,0.227
GA,Georgia,11-9041,Architectural and Engineering Managers,detailed,"4,260",1.036
GA,Georgia,11-9051,Food Service Managers,detailed,"8,040",1.957
GA,Georgia,11-9061,Funeral Service Managers,detailed,300,0.072
GA,Georgia,11-9081,Lodging Managers,detailed,990,0.241
GA,Georgia,11-9111,Medical and Health Services Managers,detailed,"6,820",1.659
GA,Georgia,11-9121,Natural Sciences Managers,detailed,"1,110",0.271
GA,Georgia,11-9131,Postmasters and Mail Superintendents,detailed,370,0.091
GA,Georgia,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"5,500",1.338
GA,Georgia,11-9151,Social and Community Service Managers,detailed,"1,790",0.436
GA,Georgia,11-9161,Emergency Management Directors,detailed,380,0.092
GA,Georgia,11-9199,"Managers, All Other",detailed,"9,750",2.374
GA,Georgia,13-0000,Business and Financial Operations Occupations,major,"223,770",54.471
GA,Georgia,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,250,0.062
GA,Georgia,13-1021,"Buyers and Purchasing Agents, Farm Products",detailed,650,0.159
GA,Georgia,13-1022,"Wholesale and Retail Buyers, Except Farm Products",detailed,"2,350",0.573
GA,Georgia,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,"8,440",2.054
GA,Georgia,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"9,150",2.227
GA,Georgia,13-1032,"Insurance Appraisers, Auto Damage",detailed,370,0.090
GA,Georgia,13-1041,Compliance Officers,detailed,"6,960",1.694
GA,Georgia,13-1051,Cost Estimators,detailed,"5,130",1.250
GA,Georgia,13-1071,Human Resources Specialists,detailed,"15,800",3.846
GA,Georgia,13-1075,Labor Relations Specialists,detailed,770,0.187
GA,Georgia,13-1081,Logisticians,detailed,"4,250",1.036
GA,Georgia,13-1111,Management Analysts,detailed,"24,750",6.026
GA,Georgia,13-1121,"Meeting, Convention, and Event Planners",detailed,"2,350",0.572
GA,Georgia,13-1131,Fundraisers,detailed,"1,100",0.268
GA,Georgia,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"2,630",0.641
GA,Georgia,13-1151,Training and Development Specialists,detailed,"9,220",2.245
GA,Georgia,13-1161,Market Research Analysts and Marketing Specialists,detailed,"17,120",4.168
GA,Georgia,13-1199,"Business Operations Specialists, All Other",detailed,"32,460",7.903
GA,Georgia,13-2011,Accountants and Auditors,detailed,"37,590",9.151
GA,Georgia,13-2021,Appraisers and Assessors of Real Estate,detailed,"2,650",0.645
GA,Georgia,13-2031,Budget Analysts,detailed,"1,500",0.366
GA,Georgia,13-2041,Credit Analysts,detailed,"1,960",0.478
GA,Georgia,13-2051,Financial Analysts,detailed,"6,480",1.578
GA,Georgia,13-2052,Personal Financial Advisors,detailed,"5,570",1.355
GA,Georgia,13-2053,Insurance Underwriters,detailed,"4,920",1.197
GA,Georgia,13-2061,Financial Examiners,detailed,730,0.178
GA,Georgia,13-2071,Credit Counselors,detailed,220,0.053
GA,Georgia,13-2072,Loan Officers,detailed,"8,270",2.013
GA,Georgia,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"2,350",0.572
GA,Georgia,13-2082,Tax Preparers,detailed,"3,730",0.907
GA,Georgia,13-2099,"Financial Specialists, All Other",detailed,"4,010",0.977
GA,Georgia,15-0000,Computer and Mathematical Occupations,major,"129,850",31.609
GA,Georgia,15-1111,Computer and Information Research Scientists,detailed,890,0.217
GA,Georgia,15-1121,Computer Systems Analysts,detailed,"16,590",4.038
GA,Georgia,15-1122,Information Security Analysts,detailed,"2,270",0.553
GA,Georgia,15-1131,Computer Programmers,detailed,"10,140",2.468
GA,Georgia,15-1132,"Software Developers, Applications",detailed,"23,440",5.706
GA,Georgia,15-1133,"Software Developers, Systems Software",detailed,"13,190",3.212
GA,Georgia,15-1134,Web Developers,detailed,"3,080",0.750
GA,Georgia,15-1141,Database Administrators,detailed,"4,990",1.215
GA,Georgia,15-1142,Network and Computer Systems Administrators,detailed,"10,830",2.637
GA,Georgia,15-1143,Computer Network Architects,detailed,"5,080",1.236
GA,Georgia,15-1151,Computer User Support Specialists,detailed,"22,620",5.506
GA,Georgia,15-1152,Computer Network Support Specialists,detailed,"7,110",1.730
GA,Georgia,15-1199,"Computer Occupations, All Other",detailed,"6,630",1.614
GA,Georgia,15-2011,Actuaries,detailed,290,0.071
GA,Georgia,15-2031,Operations Research Analysts,detailed,"2,050",0.500
GA,Georgia,15-2041,Statisticians,detailed,430,0.104
GA,Georgia,15-2091,Mathematical Technicians,detailed,180,0.045
GA,Georgia,17-0000,Architecture and Engineering Occupations,major,"61,170",14.890
GA,Georgia,17-1011,"Architects, Except Landscape and Naval",detailed,"1,970",0.479
GA,Georgia,17-1012,Landscape Architects,detailed,"1,100",0.267
GA,Georgia,17-1021,Cartographers and Photogrammetrists,detailed,140,0.035
GA,Georgia,17-1022,Surveyors,detailed,970,0.235
GA,Georgia,17-2011,Aerospace Engineers,detailed,"2,320",0.564
GA,Georgia,17-2021,Agricultural Engineers,detailed,130,0.032
GA,Georgia,17-2031,Biomedical Engineers,detailed,380,0.093
GA,Georgia,17-2041,Chemical Engineers,detailed,430,0.105
GA,Georgia,17-2051,Civil Engineers,detailed,"7,700",1.874
GA,Georgia,17-2061,Computer Hardware Engineers,detailed,"1,500",0.366
GA,Georgia,17-2071,Electrical Engineers,detailed,"4,260",1.037
GA,Georgia,17-2072,"Electronics Engineers, Except Computer",detailed,"5,090",1.239
GA,Georgia,17-2081,Environmental Engineers,detailed,"1,960",0.476
GA,Georgia,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,"1,320",0.320
GA,Georgia,17-2112,Industrial Engineers,detailed,"5,940",1.447
GA,Georgia,17-2131,Materials Engineers,detailed,360,0.089
GA,Georgia,17-2141,Mechanical Engineers,detailed,"5,700",1.388
GA,Georgia,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,110,0.028
GA,Georgia,17-2161,Nuclear Engineers,detailed,230,0.057
GA,Georgia,17-2171,Petroleum Engineers,detailed,60,0.015
GA,Georgia,17-2199,"Engineers, All Other",detailed,"2,190",0.532
GA,Georgia,17-3011,Architectural and Civil Drafters,detailed,"2,590",0.631
GA,Georgia,17-3012,Electrical and Electronics Drafters,detailed,390,0.094
GA,Georgia,17-3013,Mechanical Drafters,detailed,"1,700",0.414
GA,Georgia,17-3019,"Drafters, All Other",detailed,110,0.027
GA,Georgia,17-3021,Aerospace Engineering and Operations Technicians,detailed,730,0.177
GA,Georgia,17-3022,Civil Engineering Technicians,detailed,"1,740",0.422
GA,Georgia,17-3023,Electrical and Electronics Engineering Technicians,detailed,"4,060",0.988
GA,Georgia,17-3024,Electro-Mechanical Technicians,detailed,330,0.079
GA,Georgia,17-3025,Environmental Engineering Technicians,detailed,580,0.140
GA,Georgia,17-3026,Industrial Engineering Technicians,detailed,"1,020",0.249
GA,Georgia,17-3027,Mechanical Engineering Technicians,detailed,800,0.196
GA,Georgia,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,"1,340",0.325
GA,Georgia,17-3031,Surveying and Mapping Technicians,detailed,"1,910",0.465
GA,Georgia,19-0000,"Life, Physical, and Social Science Occupations",major,"21,210",5.163
GA,Georgia,19-1011,Animal Scientists,detailed,40,0.009
GA,Georgia,19-1012,Food Scientists and Technologists,detailed,670,0.163
GA,Georgia,19-1013,Soil and Plant Scientists,detailed,210,0.052
GA,Georgia,19-1021,Biochemists and Biophysicists,detailed,"1,140",0.277
GA,Georgia,19-1022,Microbiologists,detailed,790,0.191
GA,Georgia,19-1023,Zoologists and Wildlife Biologists,detailed,420,0.102
GA,Georgia,19-1029,"Biological Scientists, All Other",detailed,750,0.183
GA,Georgia,19-1031,Conservation Scientists,detailed,410,0.101
GA,Georgia,19-1032,Foresters,detailed,220,0.053
GA,Georgia,19-1041,Epidemiologists,detailed,260,0.062
GA,Georgia,19-1042,"Medical Scientists, Except Epidemiologists",detailed,"1,150",0.280
GA,Georgia,19-1099,"Life Scientists, All Other",detailed,70,0.018
GA,Georgia,19-2012,Physicists,detailed,90,0.022
GA,Georgia,19-2021,Atmospheric and Space Scientists,detailed,80,0.018
GA,Georgia,19-2031,Chemists,detailed,"1,410",0.344
GA,Georgia,19-2032,Materials Scientists,detailed,30,0.008
GA,Georgia,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"1,630",0.396
GA,Georgia,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,320,0.077
GA,Georgia,19-2043,Hydrologists,detailed,40,0.010
GA,Georgia,19-2099,"Physical Scientists, All Other",detailed,390,0.096
GA,Georgia,19-3011,Economists,detailed,390,0.095
GA,Georgia,19-3022,Survey Researchers,detailed,160,0.039
GA,Georgia,19-3031,"Clinical, Counseling, and School Psychologists",detailed,"2,080",0.506
GA,Georgia,19-3039,"Psychologists, All Other",detailed,290,0.070
GA,Georgia,19-3051,Urban and Regional Planners,detailed,530,0.128
GA,Georgia,19-3091,Anthropologists and Archeologists,detailed,40,0.010
GA,Georgia,19-3092,Geographers,detailed,50,0.011
GA,Georgia,19-3093,Historians,detailed,70,0.017
GA,Georgia,19-3094,Political Scientists,detailed,40,0.010
GA,Georgia,19-3099,"Social Scientists and Related Workers, All Other",detailed,"1,150",0.279
GA,Georgia,19-4011,Agricultural and Food Science Technicians,detailed,640,0.157
GA,Georgia,19-4021,Biological Technicians,detailed,"1,010",0.247
GA,Georgia,19-4031,Chemical Technicians,detailed,"1,360",0.332
GA,Georgia,19-4041,Geological and Petroleum Technicians,detailed,100,0.024
GA,Georgia,19-4061,Social Science Research Assistants,detailed,750,0.181
GA,Georgia,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,740,0.180
GA,Georgia,19-4092,Forensic Science Technicians,detailed,220,0.055
GA,Georgia,19-4093,Forest and Conservation Technicians,detailed,310,0.074
GA,Georgia,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"1,010",0.247
GA,Georgia,21-0000,Community and Social Service Occupations,major,"45,380",11.046
GA,Georgia,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"1,150",0.280
GA,Georgia,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"8,060",1.961
GA,Georgia,21-1013,Marriage and Family Therapists,detailed,180,0.043
GA,Georgia,21-1014,Mental Health Counselors,detailed,"1,730",0.421
GA,Georgia,21-1015,Rehabilitation Counselors,detailed,830,0.202
GA,Georgia,21-1019,"Counselors, All Other",detailed,190,0.047
GA,Georgia,21-1021,"Child, Family, and School Social Workers",detailed,"7,050",1.716
GA,Georgia,21-1022,Healthcare Social Workers,detailed,"4,360",1.061
GA,Georgia,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"1,370",0.333
GA,Georgia,21-1029,"Social Workers, All Other",detailed,"1,210",0.295
GA,Georgia,21-1091,Health Educators,detailed,"3,310",0.806
GA,Georgia,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"3,310",0.806
GA,Georgia,21-1093,Social and Human Service Assistants,detailed,"6,870",1.674
GA,Georgia,21-1094,Community Health Workers,detailed,"1,040",0.252
GA,Georgia,21-1099,"Community and Social Service Specialists, All Other",detailed,"3,160",0.769
GA,Georgia,21-2011,Clergy,detailed,490,0.120
GA,Georgia,21-2021,"Directors, Religious Activities and Education",detailed,540,0.132
GA,Georgia,21-2099,"Religious Workers, All Other",detailed,530,0.129
GA,Georgia,23-0000,Legal Occupations,major,"27,070",6.589
GA,Georgia,23-1011,Lawyers,detailed,"15,130",3.683
GA,Georgia,23-1012,Judicial Law Clerks,detailed,330,0.081
GA,Georgia,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,550,0.134
GA,Georgia,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,160,0.039
GA,Georgia,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,"1,330",0.325
GA,Georgia,23-2011,Paralegals and Legal Assistants,detailed,"7,750",1.887
GA,Georgia,23-2091,Court Reporters,detailed,470,0.115
GA,Georgia,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,370,0.090
GA,Georgia,23-2099,"Legal Support Workers, All Other",detailed,970,0.235
GA,Georgia,25-0000,"Education, Training, and Library Occupations",major,"255,420",62.177
GA,Georgia,25-1011,"Business Teachers, Postsecondary",detailed,"2,280",0.555
GA,Georgia,25-1021,"Computer Science Teachers, Postsecondary",detailed,760,0.186
GA,Georgia,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"1,220",0.296
GA,Georgia,25-1031,"Architecture Teachers, Postsecondary",detailed,220,0.054
GA,Georgia,25-1032,"Engineering Teachers, Postsecondary",detailed,"1,640",0.399
GA,Georgia,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,210,0.052
GA,Georgia,25-1042,"Biological Science Teachers, Postsecondary",detailed,"1,180",0.288
GA,Georgia,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,60,0.014
GA,Georgia,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,120,0.029
GA,Georgia,25-1052,"Chemistry Teachers, Postsecondary",detailed,550,0.134
GA,Georgia,25-1053,"Environmental Science Teachers, Postsecondary",detailed,80,0.020
GA,Georgia,25-1054,"Physics Teachers, Postsecondary",detailed,250,0.061
GA,Georgia,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,100,0.024
GA,Georgia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,110,0.027
GA,Georgia,25-1063,"Economics Teachers, Postsecondary",detailed,270,0.066
GA,Georgia,25-1064,"Geography Teachers, Postsecondary",detailed,50,0.012
GA,Georgia,25-1065,"Political Science Teachers, Postsecondary",detailed,400,0.098
GA,Georgia,25-1066,"Psychology Teachers, Postsecondary",detailed,730,0.179
GA,Georgia,25-1067,"Sociology Teachers, Postsecondary",detailed,200,0.048
GA,Georgia,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,110,0.027
GA,Georgia,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,990,0.241
GA,Georgia,25-1081,"Education Teachers, Postsecondary",detailed,"1,830",0.445
GA,Georgia,25-1082,"Library Science Teachers, Postsecondary",detailed,50,0.013
GA,Georgia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,210,0.051
GA,Georgia,25-1112,"Law Teachers, Postsecondary",detailed,270,0.067
GA,Georgia,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"1,270",0.309
GA,Georgia,25-1122,"Communications Teachers, Postsecondary",detailed,570,0.139
